"AC";"K";"Laundry";"Total";"Type";"Date"
4948;914;784;11041,4333333333;"Total Series";"2009-07-20"
7795;0;981;13562,7;"Total Series";"2009-07-21"
3965;0;681;12325,5333333333;"Total Series";"2009-07-22"
9064;926;622;17166,6666666667;"Total Series";"2009-07-23"
4128;0;630;9362,3;"Total Series";"2009-07-24"
3716;0;577;8944,8;"Total Series";"2009-07-25"
3799;0;1019;9050,26666666667;"Total Series";"2009-07-26"
5202;0;2062;11476,1;"Total Series";"2009-07-27"
4353;0;4899;15047,5;"Total Series";"2009-07-28"
7549;869;749;15033,3333333333;"Total Series";"2009-07-29"
4040;0;2304;13205,4333333333;"Total Series";"2009-07-30"
6302;865;3423;16263,8333333333;"Total Series";"2009-07-31"
6248;0;844;11782,7666666667;"Total Series";"2009-08-01"
3539;0;637;8162,06666666667;"Total Series";"2009-08-02"
3811;0;605;8338,3;"Total Series";"2009-08-03"
3871;0;607;8481,53333333333;"Total Series";"2009-08-04"
4042;0;620;8644,2;"Total Series";"2009-08-05"
4193;0;659;8877,86666666667;"Total Series";"2009-08-06"
4232;0;668;8988,26666666667;"Total Series";"2009-08-07"
4093;0;646;8774,53333333333;"Total Series";"2009-08-08"
5154;1984;2380;16637,2333333333;"Total Series";"2009-08-09"
6012;0;3719;17822,6333333333;"Total Series";"2009-08-10"
6577;857;1467;15849,2333333333;"Total Series";"2009-08-11"
4991;912;689;13740,6;"Total Series";"2009-08-12"
1709;1215;3702;10114,0333333333;"Total Series";"2009-08-13"
4647;429;850;12477,9333333333;"Total Series";"2009-08-14"
8922;3437;1852;25234,3666666667;"Total Series";"2009-08-15"
5691;1604;1094;20295,2;"Total Series";"2009-08-16"
6261;1;813;13098,4666666667;"Total Series";"2009-08-17"
6324;2306;1440;18009,9666666667;"Total Series";"2009-08-18"
6044;896;812;14679,0333333333;"Total Series";"2009-08-19"
6138;0;883;12928,7;"Total Series";"2009-08-20"
7527;3043;887;19362,4333333333;"Total Series";"2009-08-21"
8549;4544;3203;25812,3;"Total Series";"2009-08-22"
6994;949;819;17778,4666666667;"Total Series";"2009-08-23"
8247;2279;737;20870,9;"Total Series";"2009-08-24"
6291;1140;755;15726,8333333333;"Total Series";"2009-08-25"
7860;2131;1516;18942,4333333333;"Total Series";"2009-08-26"
4283;0;664;12491,1;"Total Series";"2009-08-27"
7485;1778;1125;18647,3666666667;"Total Series";"2009-08-28"
11707;905;1483;23140,2333333333;"Total Series";"2009-08-29"
10648;2653;1363;27805,7;"Total Series";"2009-08-30"
9974;960;678;21092,0333333333;"Total Series";"2009-08-31"
6073;0;697;16342,2666666667;"Total Series";"2009-09-01"
9921;947;659;20380,2333333333;"Total Series";"2009-09-02"
5011;3319;3099;20853,1333333333;"Total Series";"2009-09-03"
8095;0;636;17073,1333333333;"Total Series";"2009-09-04"
10433;2988;2248;25231,1;"Total Series";"2009-09-05"
9031;995;588;20477,1666666667;"Total Series";"2009-09-06"
8299;2196;577;20357,6333333333;"Total Series";"2009-09-07"
8533;1002;577;18104,2333333333;"Total Series";"2009-09-08"
10671;964;3832;25355,7333333333;"Total Series";"2009-09-09"
6508;928;600;18539,2333333333;"Total Series";"2009-09-10"
11693;0;631;20235,7666666667;"Total Series";"2009-09-11"
12601;9583;1202;34405,9666666667;"Total Series";"2009-09-12"
10170;4146;612;26171,7;"Total Series";"2009-09-13"
9091;2843;603;26247,6333333333;"Total Series";"2009-09-14"
8644;1769;560;24280,1;"Total Series";"2009-09-15"
13384;1035;3470;29052,7;"Total Series";"2009-09-16"
9710;0;563;20390,4333333333;"Total Series";"2009-09-17"
9151;1993;652;22900,5333333333;"Total Series";"2009-09-18"
14845;1607;4050;35595,1666666667;"Total Series";"2009-09-19"
11935;4532;2466;33922,1333333333;"Total Series";"2009-09-20"
10844;921;604;23631,1333333333;"Total Series";"2009-09-21"
8502;937;597;20775,6;"Total Series";"2009-09-22"
12884;2085;978;27276,8333333333;"Total Series";"2009-09-23"
10374;1051;621;23770,9666666667;"Total Series";"2009-09-24"
9694;0;594;19350,2666666667;"Total Series";"2009-09-25"
14581;1943;571;25937,5666666667;"Total Series";"2009-09-26"
8554;1817;4571;23507,8666666667;"Total Series";"2009-09-27"
10797;0;603;21657,6;"Total Series";"2009-09-28"
7322;1031;603;19106,6333333333;"Total Series";"2009-09-29"
9196;970;8080;29545,6;"Total Series";"2009-09-30"
9433;950;602;21454,2;"Total Series";"2009-10-01"
10142;0;570;19211,1333333333;"Total Series";"2009-10-02"
14480;3644;920;28612,3333333333;"Total Series";"2009-10-03"
8980;3189;3499;27018,4333333333;"Total Series";"2009-10-04"
7983;984;542;21258,7;"Total Series";"2009-10-05"
8806;1;543;23807,4666666667;"Total Series";"2009-10-06"
9908;734;4334;30363,9;"Total Series";"2009-10-07"
11568;2091;619;26286,1;"Total Series";"2009-10-08"
10718;0;559;22531,0333333333;"Total Series";"2009-10-09"
14811;4510;570;33545,9333333333;"Total Series";"2009-10-10"
8648;4111;6454;32304,7333333333;"Total Series";"2009-10-11"
9420;997;515;22526,7333333333;"Total Series";"2009-10-12"
9530;983;530;24151,6666666667;"Total Series";"2009-10-13"
10013;2001;3131;28520,4;"Total Series";"2009-10-14"
9641;1629;463;24832,9333333333;"Total Series";"2009-10-15"
11136;0;482;25281;"Total Series";"2009-10-16"
18326;5490;4364;45701,3333333333;"Total Series";"2009-10-17"
11144;712;499;25936,0666666667;"Total Series";"2009-10-18"
8227;1104;457;22818,4666666667;"Total Series";"2009-10-19"
11005;760;450;28713,4666666667;"Total Series";"2009-10-20"
8569;2031;5916;32825,1;"Total Series";"2009-10-21"
11074;0;492;23328,5;"Total Series";"2009-10-22"
11696;3180;495;29290,8333333333;"Total Series";"2009-10-23"
15941;6202;518;43573,4666666667;"Total Series";"2009-10-24"
13691;3010;6181;40108,9333333333;"Total Series";"2009-10-25"
5788;475;468;18539,0666666667;"Total Series";"2009-10-26"
8367;579;449;18612,6;"Total Series";"2009-10-27"
9318;1044;463;21145,1333333333;"Total Series";"2009-10-28"
5677;765;4125;33024;"Total Series";"2009-10-29"
8828;1779;2005;24889,3;"Total Series";"2009-10-30"
14637;1773;2514;31265,7;"Total Series";"2009-10-31"
12215;1970;470;30719,4666666667;"Total Series";"2009-11-01"
7490;1881;471;25070,4333333333;"Total Series";"2009-11-02"
9025;2009;3951;37778,1333333333;"Total Series";"2009-11-03"
12246;1075;4008;30030;"Total Series";"2009-11-04"
9868;1105;532;26007,7666666667;"Total Series";"2009-11-05"
11326;0;442;23174,1666666667;"Total Series";"2009-11-06"
10014;2187;408;25952,9333333333;"Total Series";"2009-11-07"
14871;4941;2075;41800,0333333333;"Total Series";"2009-11-08"
7621;1125;430;23412,5333333333;"Total Series";"2009-11-09"
11788;1118;432;26769,7333333333;"Total Series";"2009-11-10"
11214;2338;5105;34008;"Total Series";"2009-11-11"
9403;1486;429;24384,4333333333;"Total Series";"2009-11-12"
9178;1856;407;25548,7666666667;"Total Series";"2009-11-13"
18868;4169;2411;42674,2666666667;"Total Series";"2009-11-14"
9446;991;5278;32788,4666666667;"Total Series";"2009-11-15"
9354;2021;545;25241,1333333333;"Total Series";"2009-11-16"
11616;0;453;28471,5666666667;"Total Series";"2009-11-17"
13787;6012;7655;43986,2333333333;"Total Series";"2009-11-18"
10936;0;481;24580,8;"Total Series";"2009-11-19"
12816;843;407;32683,6;"Total Series";"2009-11-20"
12553;5694;1997;41614,2666666667;"Total Series";"2009-11-21"
16097;6774;411;40849,6;"Total Series";"2009-11-22"
8230;0;402;24518,7;"Total Series";"2009-11-23"
9086;2491;4579;35480,9333333333;"Total Series";"2009-11-24"
10596;745;5083;33002,1666666667;"Total Series";"2009-11-25"
10069;2262;407;26660,4333333333;"Total Series";"2009-11-26"
11599;0;396;23000,4333333333;"Total Series";"2009-11-27"
14350;3199;386;30982,5;"Total Series";"2009-11-28"
7828;1073;3061;27516,0333333333;"Total Series";"2009-11-29"
12039;1080;361;29086,5;"Total Series";"2009-11-30"
10821;0;354;29272,9666666667;"Total Series";"2009-12-01"
12851;1143;7052;39094,4666666667;"Total Series";"2009-12-02"
9906;1039;402;24661,4666666667;"Total Series";"2009-12-03"
9134;1158;352;28521,5666666667;"Total Series";"2009-12-04"
13324;3822;351;39196,0333333333;"Total Series";"2009-12-05"
12420;2850;4175;39638,1333333333;"Total Series";"2009-12-06"
10291;1132;358;29043,9666666667;"Total Series";"2009-12-07"
15376;1108;350;33448,0666666667;"Total Series";"2009-12-08"
7971;2054;3355;30039,2666666667;"Total Series";"2009-12-09"
15399;2823;349;34238,1;"Total Series";"2009-12-10"
11251;1546;385;29741,0333333333;"Total Series";"2009-12-11"
8198;1087;4120;30273;"Total Series";"2009-12-12"
13178;3984;417;35646,9;"Total Series";"2009-12-13"
10742;1090;2280;29914,3666666667;"Total Series";"2009-12-14"
14084;1111;392;32335,2666666667;"Total Series";"2009-12-15"
8104;1143;2943;23247,9;"Total Series";"2009-12-16"
14395;0;308;28619,7;"Total Series";"2009-12-17"
11466;1195;304;29078,4333333333;"Total Series";"2009-12-18"
13681;1165;2662;36738,9;"Total Series";"2009-12-19"
7795;1237;313;19069,4333333333;"Total Series";"2009-12-20"
11473;3293;282;33916,1;"Total Series";"2009-12-21"
15829;0;285;31467,0333333333;"Total Series";"2009-12-22"
11205;1143;284;24253,3333333333;"Total Series";"2009-12-23"
15198;5184;5575;48431,5666666667;"Total Series";"2009-12-24"
14288;3371;3895;35460,8;"Total Series";"2009-12-25"
16047;1186;4294;36393,6333333333;"Total Series";"2009-12-26"
12450;4218;318;36590,8666666667;"Total Series";"2009-12-27"
14934;2175;2063;34901,6333333333;"Total Series";"2009-12-28"
10205;1260;346;34132,8;"Total Series";"2009-12-29"
12484;5284;4539;40851,8333333333;"Total Series";"2009-12-30"
19409;0;387;36864,8666666667;"Total Series";"2009-12-31"
3558;2304;327;20404,2;"Total Series";"2010-01-01"
6424;801;298;21813,9333333333;"Total Series";"2010-01-02"
10074;3842;4920;34724,2333333333;"Total Series";"2010-01-03"
10812;0;292;26735,5333333333;"Total Series";"2010-01-04"
16468;1785;293;36996,3333333333;"Total Series";"2010-01-05"
11359;1731;3256;29619,6666666667;"Total Series";"2010-01-06"
12936;1198;255;29490,7;"Total Series";"2010-01-07"
12531;0;994;29953,4666666667;"Total Series";"2010-01-08"
14734;2781;4855;38948,3333333333;"Total Series";"2010-01-09"
14108;3564;2032;41807,7666666667;"Total Series";"2010-01-10"
10279;1251;340;25311,4;"Total Series";"2010-01-11"
9569;552;3489;21375,6333333333;"Total Series";"2010-01-12"
1893;1890;84;10308,1333333333;"Total Series";"2010-01-14"
13546;1957;2952;36612,6666666667;"Total Series";"2010-01-15"
13652;2605;2415;35835,2;"Total Series";"2010-01-16"
15044;1992;298;31775,9333333333;"Total Series";"2010-01-17"
12981;617;295;31351,6333333333;"Total Series";"2010-01-18"
19311;2044;653;40558,4666666667;"Total Series";"2010-01-19"
14563;2317;3341;39195,4666666667;"Total Series";"2010-01-20"
16451;894;449;35630,9333333333;"Total Series";"2010-01-21"
14512;699;352;29843,7666666667;"Total Series";"2010-01-22"
16021;3154;4086;43475,1666666667;"Total Series";"2010-01-23"
11046;3496;2760;37823,6666666667;"Total Series";"2010-01-24"
16136;1368;455;32175,1666666667;"Total Series";"2010-01-25"
16243;526;395;34459,4;"Total Series";"2010-01-26"
18154;2044;6403;46015,0333333333;"Total Series";"2010-01-27"
14987;2032;504;35170,5666666667;"Total Series";"2010-01-28"
18061;1488;851;34883,1666666667;"Total Series";"2010-01-29"
17891;3240;7544;47378,8;"Total Series";"2010-01-30"
12569;1715;1380;29986,6;"Total Series";"2010-01-31"
14623;1111;367;28229,6333333333;"Total Series";"2010-02-01"
21536;0;382;35957,2;"Total Series";"2010-02-02"
21130;2234;8423;48383,5666666667;"Total Series";"2010-02-03"
23743;1074;532;38604,5;"Total Series";"2010-02-04"
18008;902;474;34981,5333333333;"Total Series";"2010-02-05"
17857;4324;2209;45216,4333333333;"Total Series";"2010-02-06"
5546;2736;3837;27095,1333333333;"Total Series";"2010-02-07"
19764;1161;431;43037,3;"Total Series";"2010-02-08"
19769;1214;410;40348,8666666667;"Total Series";"2010-02-09"
12214;1219;2976;32409,0333333333;"Total Series";"2010-02-10"
9916;0;330;22829,4666666667;"Total Series";"2010-02-11"
15211;1241;312;31549,9666666667;"Total Series";"2010-02-12"
18710;1838;5292;39192,6;"Total Series";"2010-02-13"
13190;1223;318;28111,6333333333;"Total Series";"2010-02-14"
16065;3468;332;34952,2;"Total Series";"2010-02-15"
12820;1945;317;29962,6;"Total Series";"2010-02-16"
10101;2294;6636;34242,6666666667;"Total Series";"2010-02-17"
14884;965;385;29352,6;"Total Series";"2010-02-18"
14543;2124;397;32559,5333333333;"Total Series";"2010-02-19"
14470;3748;382;33062,1333333333;"Total Series";"2010-02-20"
17083;5905;8142;45671,9;"Total Series";"2010-02-21"
10159;1393;2167;24567,2666666667;"Total Series";"2010-02-22"
8806;0;3001;24354,6666666667;"Total Series";"2010-02-23"
14315;2260;1682;31904,6333333333;"Total Series";"2010-02-24"
15120;0;474;31336,7333333333;"Total Series";"2010-02-25"
14821;1146;2454;35335,9333333333;"Total Series";"2010-02-26"
14358;3743;441;29417,6;"Total Series";"2010-02-27"
2952;0;487;11861,1;"Total Series";"2010-02-28"
7115;1785;471;21645,4666666667;"Total Series";"2010-03-01"
3605;0;424;12781,7666666667;"Total Series";"2010-03-02"
7221;0;425;15597,2333333333;"Total Series";"2010-03-03"
2928;0;436;11381,3333333333;"Total Series";"2010-03-04"
5918;1108;351;18895,4333333333;"Total Series";"2010-03-05"
3970;0;419;13245,2;"Total Series";"2010-03-06"
3679;0;4674;22874,5333333333;"Total Series";"2010-03-07"
15971;4214;7645;42618,3;"Total Series";"2010-03-08"
10893;846;397;29335,2;"Total Series";"2010-03-09"
14916;1167;375;30377,2;"Total Series";"2010-03-10"
15706;2071;320;32518,1666666667;"Total Series";"2010-03-11"
14076;1691;411;27423,7333333333;"Total Series";"2010-03-12"
17973;2848;5534;39716,8333333333;"Total Series";"2010-03-13"
7101;3464;918;26111,9;"Total Series";"2010-03-14"
15053;778;436;29864,1666666667;"Total Series";"2010-03-15"
10083;0;457;25710,8333333333;"Total Series";"2010-03-16"
13105;1136;5851;33485,5;"Total Series";"2010-03-17"
10845;1147;570;26044,7;"Total Series";"2010-03-18"
12591;0;596;27723,0666666667;"Total Series";"2010-03-19"
969;0;25;2195,53333333333;"Total Series";"2010-03-20"
3680;1670;2807;15288,0333333333;"Total Series";"2010-03-21"
13859;1142;557;26976,5;"Total Series";"2010-03-22"
13107;2892;1153;30369,3666666667;"Total Series";"2010-03-23"
12817;1075;5832;33245,8666666667;"Total Series";"2010-03-24"
13797;0;611;27998,0666666667;"Total Series";"2010-03-25"
12547;1078;682;27521,4;"Total Series";"2010-03-26"
12483;1067;3080;30799,5;"Total Series";"2010-03-27"
7118;1083;7895;29970,2333333333;"Total Series";"2010-03-28"
15420;0;636;27045,6333333333;"Total Series";"2010-03-29"
13765;1760;571;31774,2333333333;"Total Series";"2010-03-30"
12041;1067;6313;32063,3666666667;"Total Series";"2010-03-31"
14393;1780;517;28124;"Total Series";"2010-04-01"
13074;0;483;27477,0333333333;"Total Series";"2010-04-02"
17694;1778;648;30087,9666666667;"Total Series";"2010-04-03"
12687;1097;831;28173,1333333333;"Total Series";"2010-04-04"
5503;1755;1436;18647;"Total Series";"2010-04-05"
12476;1154;613;30430,8666666667;"Total Series";"2010-04-06"
11362;1077;3440;26616,3666666667;"Total Series";"2010-04-07"
13322;145;669;27487;"Total Series";"2010-04-08"
10595;1088;566;20555,8333333333;"Total Series";"2010-04-09"
8933;1044;960;19836,8;"Total Series";"2010-04-10"
8850;5499;554;26713,5;"Total Series";"2010-04-11"
11949;660;611;23990,4333333333;"Total Series";"2010-04-12"
13033;1097;646;25211,7333333333;"Total Series";"2010-04-13"
9194;1132;5871;27672,7333333333;"Total Series";"2010-04-14"
15667;2526;658;31202,9666666667;"Total Series";"2010-04-15"
12623;2837;592;26034,3666666667;"Total Series";"2010-04-16"
12571;553;3124;25961,8666666667;"Total Series";"2010-04-17"
12550;1104;618;24601,7666666667;"Total Series";"2010-04-18"
13474;1230;4255;28476,5666666667;"Total Series";"2010-04-19"
16668;1388;719;30560,4666666667;"Total Series";"2010-04-20"
12902;0;635;26331,9;"Total Series";"2010-04-21"
12492;1062;653;24348,4;"Total Series";"2010-04-22"
10981;0;623;19675,6;"Total Series";"2010-04-23"
8223;4445;1483;25306,9666666667;"Total Series";"2010-04-24"
7595;0;2350;25712,3666666667;"Total Series";"2010-04-25"
7635;1038;460;18045,2666666667;"Total Series";"2010-04-26"
8539;0;545;20849;"Total Series";"2010-04-27"
6035;0;578;14464,3;"Total Series";"2010-04-28"
8102;12;679;18395,4;"Total Series";"2010-04-29"
6969;2695;659;18643,8;"Total Series";"2010-04-30"
6751;1984;4885;22002,6333333333;"Total Series";"2010-05-01"
14454;1858;7966;36465,1666666667;"Total Series";"2010-05-02"
11825;980;534;23521,7;"Total Series";"2010-05-03"
12007;0;1018;25282,6666666667;"Total Series";"2010-05-04"
12183;2969;2194;30088,4666666667;"Total Series";"2010-05-05"
10280;0;301;21654,1666666667;"Total Series";"2010-05-06"
13602;1053;332;27400,0666666667;"Total Series";"2010-05-07"
10158;3569;2435;25557,0333333333;"Total Series";"2010-05-08"
9945;2888;2636;26108,5;"Total Series";"2010-05-09"
12893;0;403;24464,8666666667;"Total Series";"2010-05-10"
11418;1156;345;26189,4666666667;"Total Series";"2010-05-11"
16362;1036;4434;33923,6333333333;"Total Series";"2010-05-12"
10527;2123;1477;25874,9333333333;"Total Series";"2010-05-13"
16764;1045;334;28702,4333333333;"Total Series";"2010-05-14"
13670;3347;336;32412,8666666667;"Total Series";"2010-05-15"
11888;3361;3922;35007,1;"Total Series";"2010-05-16"
15344;1014;367;27136,3666666667;"Total Series";"2010-05-17"
11677;0;370;23686,4;"Total Series";"2010-05-18"
9864;2122;659;23779,2;"Total Series";"2010-05-19"
10101;0;369;19231,6333333333;"Total Series";"2010-05-20"
10113;1073;381;21573,2666666667;"Total Series";"2010-05-21"
17454;2278;2441;34929,5333333333;"Total Series";"2010-05-22"
9541;864;416;24792,6;"Total Series";"2010-05-23"
7746;1875;2467;22355,5333333333;"Total Series";"2010-05-24"
10439;474;451;19977,1;"Total Series";"2010-05-25"
8530;914;4500;23131,4;"Total Series";"2010-05-26"
10669;932;443;22055,7;"Total Series";"2010-05-27"
11616;1020;413;23302,7333333333;"Total Series";"2010-05-28"
16635;4057;400;34163,4666666667;"Total Series";"2010-05-29"
9708;2405;2976;27761,6666666667;"Total Series";"2010-05-30"
10461;1710;2171;22341,0333333333;"Total Series";"2010-05-31"
11858;970;400;21149,4;"Total Series";"2010-06-01"
8454;0;656;16348,3;"Total Series";"2010-06-02"
12304;2916;451;23236,4333333333;"Total Series";"2010-06-03"
12517;1695;397;23675,9;"Total Series";"2010-06-04"
12223;10932;1253;33494,0666666667;"Total Series";"2010-06-05"
11365;7609;574;29113,2;"Total Series";"2010-06-06"
6737;1821;488;16868,0333333333;"Total Series";"2010-06-07"
11374;1513;821;22700,5666666667;"Total Series";"2010-06-08"
8255;2774;4269;25578,0333333333;"Total Series";"2010-06-09"
10870;0;474;20253,1666666667;"Total Series";"2010-06-10"
11728;3439;468;24511,2;"Total Series";"2010-06-11"
16184;2705;3657;32885,1333333333;"Total Series";"2010-06-12"
9096;4922;2516;27905,9333333333;"Total Series";"2010-06-13"
10336;958;473;20299,7333333333;"Total Series";"2010-06-14"
10144;0;488;20399,4333333333;"Total Series";"2010-06-15"
10336;1875;4999;29468,2;"Total Series";"2010-06-16"
8510;0;488;17133,6333333333;"Total Series";"2010-06-17"
11977;977;454;22205,2666666667;"Total Series";"2010-06-18"
9554;2385;1803;23603,6666666667;"Total Series";"2010-06-19"
12337;1021;4195;27875,8333333333;"Total Series";"2010-06-20"
11179;3824;3525;27681,5;"Total Series";"2010-06-21"
9230;968;6176;25343,1333333333;"Total Series";"2010-06-22"
10188;5740;1500;24034,4;"Total Series";"2010-06-23"
8090;973;883;18263;"Total Series";"2010-06-24"
10466;0;689;18323,9666666667;"Total Series";"2010-06-25"
7939;921;1221;16360,3333333333;"Total Series";"2010-06-26"
7690;2665;764;18999,4;"Total Series";"2010-06-27"
12516;0;809;24522,3333333333;"Total Series";"2010-06-28"
8263;1746;1978;22788,2666666667;"Total Series";"2010-06-29"
5214;398;806;23068,9333333333;"Total Series";"2010-06-30"
7438;877;921;22483,3666666667;"Total Series";"2010-07-01"
6337;822;932;19015,4666666667;"Total Series";"2010-07-02"
6151;0;968;18667,9;"Total Series";"2010-07-03"
6597;860;804;25634,8;"Total Series";"2010-07-04"
6913;841;837;18566,5;"Total Series";"2010-07-05"
8451;0;771;16765,5666666667;"Total Series";"2010-07-06"
5762;879;760;13913,1333333333;"Total Series";"2010-07-07"
8459;857;1350;20210,8666666667;"Total Series";"2010-07-08"
5356;0;625;18057,9666666667;"Total Series";"2010-07-09"
8921;907;1240;19241,7333333333;"Total Series";"2010-07-10"
7781;848;594;19892,8666666667;"Total Series";"2010-07-11"
6444;1724;646;18492,9;"Total Series";"2010-07-12"
7894;2273;2826;23035,2333333333;"Total Series";"2010-07-13"
7575;1064;598;23491,2;"Total Series";"2010-07-14"
8203;1071;2179;27219,3666666667;"Total Series";"2010-07-15"
3854;0;568;13667,6;"Total Series";"2010-07-16"
6094;0;541;13439,2;"Total Series";"2010-07-17"
3943;0;498;13533,9666666667;"Total Series";"2010-07-18"
6105;0;549;13352,6333333333;"Total Series";"2010-07-19"
5178;9;550;14263,7333333333;"Total Series";"2010-07-20"
6178;2030;585;17736,1;"Total Series";"2010-07-21"
5604;0;2151;19407,4333333333;"Total Series";"2010-07-22"
8295;897;2106;19602,6333333333;"Total Series";"2010-07-23"
3892;0;2096;15361,1333333333;"Total Series";"2010-07-24"
7549;0;3732;18840,1666666667;"Total Series";"2010-07-25"
4147;0;2246;14735,8333333333;"Total Series";"2010-07-26"
4042;907;523;15872,6666666667;"Total Series";"2010-07-27"
7232;801;544;14377,5666666667;"Total Series";"2010-07-28"
4158;0;537;9151,73333333333;"Total Series";"2010-07-29"
4087;0;534;9187,66666666667;"Total Series";"2010-07-30"
4272;0;548;9243,6;"Total Series";"2010-07-31"
4263;0;558;9261,06666666667;"Total Series";"2010-08-01"
4191;0;536;9158,03333333333;"Total Series";"2010-08-02"
4096;0;527;10253,5333333333;"Total Series";"2010-08-03"
4116;0;532;9055,93333333333;"Total Series";"2010-08-04"
4013;0;517;8891,26666666667;"Total Series";"2010-08-05"
3947;0;507;8745,76666666667;"Total Series";"2010-08-06"
3968;0;520;8791,26666666667;"Total Series";"2010-08-07"
3958;0;526;8807,66666666667;"Total Series";"2010-08-08"
4042;0;515;8917,73333333333;"Total Series";"2010-08-09"
4141;0;525;9079,3;"Total Series";"2010-08-10"
4118;0;542;9033,36666666667;"Total Series";"2010-08-11"
3982;0;514;8828,3;"Total Series";"2010-08-12"
4097;0;508;8904,9;"Total Series";"2010-08-13"
4471;0;512;9237,83333333333;"Total Series";"2010-08-14"
5282;0;4361;17599,7666666667;"Total Series";"2010-08-15"
7328;1530;463;18828,8333333333;"Total Series";"2010-08-16"
5488;940;741;16303,3666666667;"Total Series";"2010-08-17"
300;0;54;1555,63333333333;"Total Series";"2010-08-22"
6106;0;565;12760,9666666667;"Total Series";"2010-08-23"
5712;0;541;12049,1333333333;"Total Series";"2010-08-24"
8959;969;522;16340,1333333333;"Total Series";"2010-08-25"
5078;0;538;12620,8666666667;"Total Series";"2010-08-26"
12707;930;7583;33844,1666666667;"Total Series";"2010-08-27"
12983;2086;549;24047,6;"Total Series";"2010-08-28"
13095;3005;534;27808;"Total Series";"2010-08-29"
11790;940;1470;24913,3666666667;"Total Series";"2010-08-30"
7958;2099;1723;22751,7666666667;"Total Series";"2010-08-31"
13990;1947;1194;26555,3;"Total Series";"2010-09-01"
11785;929;500;23208,2;"Total Series";"2010-09-02"
9747;940;523;22440,2333333333;"Total Series";"2010-09-03"
13241;2605;734;29064;"Total Series";"2010-09-04"
7471;1609;2732;22050,3;"Total Series";"2010-09-05"
10174;3164;532;23714,6;"Total Series";"2010-09-06"
11829;1929;922;24197,5666666667;"Total Series";"2010-09-07"
7478;1;495;21730,2;"Total Series";"2010-09-08"
7016;1813;2128;20645,2333333333;"Total Series";"2010-09-09"
10773;966;654;22135,1333333333;"Total Series";"2010-09-10"
8996;930;1427;24388,5;"Total Series";"2010-09-11"
8891;1805;2080;26868,2;"Total Series";"2010-09-12"
6710;1301;798;17938,6666666667;"Total Series";"2010-09-13"
10270;1874;2705;23844,6333333333;"Total Series";"2010-09-14"
6018;0;898;16434,9;"Total Series";"2010-09-15"
10310;1038;739;22328,9666666667;"Total Series";"2010-09-16"
9727;1954;5496;24960,1333333333;"Total Series";"2010-09-17"
11779;982;754;20799,1;"Total Series";"2010-09-18"
5156;0;1307;15326,6666666667;"Total Series";"2010-09-19"
13262;3323;766;28047,2;"Total Series";"2010-09-20"
7969;0;679;18522,9333333333;"Total Series";"2010-09-21"
11768;2472;1167;25173,2333333333;"Total Series";"2010-09-22"
12002;1021;755;24164,3666666667;"Total Series";"2010-09-23"
8666;1739;773;22133,2;"Total Series";"2010-09-24"
896;0;150;1766,76666666667;"Total Series";"2010-09-25"
902;944;181;7840,43333333333;"Total Series";"2010-09-28"
13047;1579;648;28073,7666666667;"Total Series";"2010-09-29"
7988;0;771;20804,6333333333;"Total Series";"2010-09-30"
11307;1752;724;25080,3333333333;"Total Series";"2010-10-01"
13532;3972;741;32054,2333333333;"Total Series";"2010-10-02"
7738;5000;2564;30511,4;"Total Series";"2010-10-03"
8252;1709;722;29599,3333333333;"Total Series";"2010-10-04"
12037;0;3012;30910,4;"Total Series";"2010-10-05"
8055;1016;527;21924,2666666667;"Total Series";"2010-10-06"
12666;2159;543;30165,9;"Total Series";"2010-10-07"
9927;964;710;25174,2666666667;"Total Series";"2010-10-08"
13132;959;1585;26863;"Total Series";"2010-10-09"
10297;3325;773;33315,0666666667;"Total Series";"2010-10-10"
8734;1007;5006;27043,1666666667;"Total Series";"2010-10-11"
9812;1104;780;26328,2;"Total Series";"2010-10-12"
16593;1988;611;34564,7666666667;"Total Series";"2010-10-13"
14239;2583;2441;35585,3666666667;"Total Series";"2010-10-14"
10786;712;827;26605,4;"Total Series";"2010-10-15"
7656;0;645;16666,9;"Total Series";"2010-10-16"
4681;995;666;17456,3666666667;"Total Series";"2010-10-17"
16382;2234;10218;45231,4;"Total Series";"2010-10-18"
9461;1025;4110;32099,6333333333;"Total Series";"2010-10-19"
10330;2154;690;28799,4;"Total Series";"2010-10-20"
6757;755;691;22586,6333333333;"Total Series";"2010-10-21"
12697;1106;478;27814,8666666667;"Total Series";"2010-10-22"
13465;3737;3883;38220,6;"Total Series";"2010-10-23"
13237;1982;7541;39842,4666666667;"Total Series";"2010-10-24"
6748;0;541;19388,2;"Total Series";"2010-10-25"
4989;0;2488;15765,0666666667;"Total Series";"2010-10-26"
8269;0;2058;21004,6333333333;"Total Series";"2010-10-27"
9087;1103;2627;24388,7666666667;"Total Series";"2010-10-28"
3911;1075;726;20073,7;"Total Series";"2010-10-29"
15303;2353;614;35878,3333333333;"Total Series";"2010-10-30"
5589;1430;678;24607,1666666667;"Total Series";"2010-10-31"
8746;0;634;23053;"Total Series";"2010-11-01"
5784;0;574;19851,3666666667;"Total Series";"2010-11-02"
6529;1021;1108;21554,9666666667;"Total Series";"2010-11-03"
10286;6029;11193;42585,7666666667;"Total Series";"2010-11-04"
12610;0;790;28934,8;"Total Series";"2010-11-05"
